,symbol,currency,shortName,longName,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,regularMarketOpen,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceEarnings,earningsPerShare,logourl,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,averageDailyVolume3Month,averageDailyVolume10Day,marketCap,publicoalvo,administrador,rendimento,dy,data_pagamento,data_base,rendimento_12m,rendimento_12m_porcen,patrimonio_cota,cota_vp,negocios,participacao_ifix,numero_cotista,patrimonio,cota_base,tipo,subtipo
316,TORD11,BRL,FII TORDE EICI,Tordesilhas Ei Fundo De Investimento Imobiliario,-0.0400002,-1.1764765,2023-07-28T20:05:00.000Z,3.36,3.41,3.35 - 3.41,3.35,82585.0,3.4,3.4,0.00999999,0.0029850719,3.35 - 8.74,-5.38,-0.61556065,3.35,8.74,,,https://s3-symbol-logo.tradingview.com/fii-urca-renci-er--big.svg,5.491,-2.1310003,-0.38808963,71687.0,82125.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.05,0.9,14/02/2023,07/02/2023,0.08,1.43,14.02,0.32,55.0,0.12,104542.0,434453179.35,5.57,Fundo Misto,Misto
317,TRBL11,BRL,FII SDI LOG CI,SDI Logística Rio - Fundo de Investimento Imobiliário - FII,-0.8899994,-0.89097947,2023-07-28T20:05:00.000Z,99.0,99.91,98.96 - 99.91,98.96,8639.0,99.89,99.89,3.9300003,0.041337963,95.07 - 102.46,-3.459999,-0.03376927,95.07,102.46,,,https://brapi.dev/favicon.svg,98.9716,0.028396606,0.0002869167,13409.0,12854.0,,,,,,,,,,,,,,,,,,
318,TRNT11,BRL,FII TORRE NOCI  ER,Fundo de Investimento Imobiliário - FII Torre Norte,0.0,0.0,2023-07-25T19:24:27.000Z,115.85,115.85,115.85 - 115.85,115.85,0.0,115.85,0.0,20.839996,0.21934529,95.01 - 149.99,-34.140007,-0.2276152,95.01,149.99,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,114.620514,1.2294846,0.010726566,511.0,290.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.39,,20/06/2023,13/06/2023,0.39,,196.68,0.58,435.0,,699.0,774095724.42,,Tijolo,Lajes Corporativas
319,TRXB11,BRL,FII TRX R IICI,Trx Real Estate II Fundo De Investimento Imobiliario - Fii,0.0,0.0,2023-07-25T16:00:09.000Z,132.1,132.1,132.1 - 132.1,132.1,0.0,132.1,0.0,20.090004,0.17935902,112.01 - 140.0,-7.899994,-0.05642853,112.01,140.0,,,https://s3-symbol-logo.tradingview.com/fii-trxe-corci--big.svg,123.54089,8.559113,0.069281615,2717.0,3.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.92,0.73,15/06/2023,31/05/2023,0.93,0.74,115.07,1.11,20.0,,193.0,329507265.03,125.62,Fundo Misto,Fundo de Desenvolvimento
320,TRXF11,BRL,FII TRX REALCI,TRX Renda Fundo Investimento Imobiliario,0.5999985,0.5272858,2023-07-28T20:05:00.000Z,114.39,114.4,113.48 - 114.4,113.48,141400.0,113.79,113.79,14.370003,0.1436713,100.02 - 115.12,-0.73000336,-0.006341238,100.02,115.12,,,https://s3-symbol-logo.tradingview.com/fii-trxe-corci--big.svg,104.882774,9.507225,0.0906462,46197.0,58432.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.85,0.81,15/06/2023,31/05/2023,0.9,0.86,102.08,1.03,81.0,1.1,94861.0,1248373911.98,104.33,Tijolo,Imóveis Comerciais - Outros
321,TSER11,BRL,FII TISHMAN CI,Tishman Speyer Renda Corporativa Fundo De Investimento Imobiliario,0.0,0.0,2023-07-11T17:06:58.000Z,115.14,115.14,115.14 - 115.14,115.14,0.0,115.14,0.0,29.129997,0.33868152,86.01 - 119.69,-4.550003,-0.038014896,86.01,119.69,,,https://s3-symbol-logo.tradingview.com/fii-tishman-ci-er--big.svg,104.67333,10.466667,0.09999364,11.0,10.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.96,0.96,15/06/2023,31/05/2023,0.93,0.93,97.26,0.97,12.0,,26.0,123953118.0,100.0,Tijolo,Lajes Corporativas
322,TSNC11,BRL,FII TRANSINCCI,Transinc Fundo,0.01,0.0,2022-09-22T14:22:00.000Z,0.01,0.01,0.01 - 0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01 - 0.01,0.0,0.0,0.01,0.01,,,https://brapi.dev/favicon.svg,0.01,0.0,0.0,0.0,0.0,181130.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.63,,23/02/2023,14/02/2023,16.01,,88.14,,1.0,,66.0,95639164.87,,Tijolo,Lajes Corporativas
323,URPR11,BRL,FII URCA RENCI,Urca Prime Renda Fundo De Investimento Imobiliario - FII,0.009994507,0.009989511,2023-07-28T20:06:00.000Z,100.06,100.4,99.95 - 100.4,99.95,26868.0,100.05,100.17,12.860001,0.14747708,87.2 - 105.5,-5.4400024,-0.051564004,87.2,105.5,,,https://s3-symbol-logo.tradingview.com/fii-urca-renci-er--big.svg,97.33105,2.7289505,0.028037822,23687.0,23449.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.33,1.37,15/06/2023,31/05/2023,1.33,1.37,100.01,0.94,67.0,0.99,92900.0,1170990482.28,97.39,Papel,Papéis
324,VCJR11,BRL,FII VECTIS  CI,Vectis Juros Real Fundo De Investimento Imobiliario - Fii,-0.25,-0.2771004,2023-07-28T19:54:43.000Z,89.97,90.83,89.32 - 90.83,89.32,15451.0,90.22,90.23,4.830002,0.056730114,85.14 - 96.04,-6.0699997,-0.06320283,85.14,96.04,,,https://s3-symbol-logo.tradingview.com/fii-vect-renci-er--big.svg,89.6231,0.34690094,0.0038706644,24901.0,21368.0,,Investidores em Geral,INTRAG DTVM LTDA.,1.25,1.35,14/06/2023,31/05/2023,0.87,0.94,95.48,0.95,79.0,1.17,17502.0,1406109748.02,92.35,Papel,Papéis
325,VCRA11,BRL,FIAGRO VCRA CI,Vectis Datagro Credito Agronegocio - FI Nas Cadeias Produtivas Agroindustriais - Imobiliario,-0.19999695,-0.20757338,2023-07-28T19:50:23.000Z,96.15,96.49,96.07 - 96.49,96.07,4871.0,96.35,96.37,0.7099991,0.007439219,95.44 - 116.0,-19.849998,-0.17112067,95.44,116.0,,,https://s3-symbol-logo.tradingview.com/fii-vect-renci-er--big.svg,103.0059,-6.855896,-0.06655829,5468.0,4621.0,,Investidores em Geral,INTRAG DTVM LTDA.,1.37,1.36,14/06/2023,31/05/2023,1.36,1.35,102.61,0.94,17.0,,5019.0,471691599.62,101.0,Fiagro,Fiagro
326,VCRI11,BRL,FII VINCI CRCI,Vinci Credit Securities Fundo De Investimento Imobiliario,0.05000019,0.57143074,2023-07-28T20:00:00.000Z,8.8,8.84,8.75 - 8.84,8.75,26740.0,8.75,8.76,1.3300004,0.17804557,7.47 - 9.05,-0.25,-0.027624309,7.47,9.05,,,https://s3-symbol-logo.tradingview.com/fii-vinci-iuci-er--big.svg,8.433106,0.36689377,0.04350636,40367.0,36337.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.11,1.29,15/06/2023,31/05/2023,0.12,1.43,9.54,0.89,46.0,0.13,8404.0,170345410.85,8.55,Papel,Papéis
327,VCRR11,BRL,FII VECT RENCI,Vectis Renda Residencial Fundo De Investimento Imobiliario,-0.1800003,-0.22172986,2023-07-28T19:53:41.000Z,81.0,81.25,80.89 - 81.25,80.89,1414.0,81.18,80.95,13.989998,0.20877478,67.01 - 88.49,-7.489998,-0.08464231,67.01,88.49,,,https://s3-symbol-logo.tradingview.com/fii-vect-renci-er--big.svg,73.7288,7.271202,0.09862092,1891.0,1908.0,162000000.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.7,0.89,15/06/2023,31/05/2023,0.68,0.86,128.36,0.61,9.0,,3521.0,256829326.11,79.0,Tijolo,Imóveis Residenciais
328,VERE11,BRL,FII VEREDA  CI,Vc6 Fundo Invest Imobiliario FII,1.449997,0.5674025,2020-03-02T17:48:00.000Z,257.0,257.0,257.0 - 257.0,257.0,0.0,255.55,0.0,0.0,0.0,257.0 - 257.0,0.0,0.0,257.0,257.0,,,https://brapi.dev/favicon.svg,257.0,0.0,0.0,0.0,0.0,141371584.0,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.44,,09/06/2023,31/05/2023,2.13,,365.57,0.64,,,53.0,209577034.23,,Tijolo,Imóveis Industriais e Logísticos
329,VGHF11,BRL,FII VALOR HECI,Valora Hedge Fund Fundo De Investimento Imobiliario - Fii,0.14999962,1.5723231,2023-07-28T20:06:00.000Z,9.69,9.7,9.56 - 9.7,9.56,216603.0,9.54,9.56,1.0899992,0.12674409,8.6 - 9.99,-0.3000002,-0.03003005,8.6,9.99,,,https://s3-symbol-logo.tradingview.com/fii-valreiiici--big.svg,9.20905,0.4809494,0.052225735,218380.0,233974.0,,Investidores em Geral,BANCO DAYCOVAL S.A.,0.11,1.16,07/06/2023,31/05/2023,0.11,1.12,9.16,1.01,286.0,0.6,249635.0,677023977.17,9.45,Fundo Misto,Misto
330,VGIA11,BRL,FIAGRO VGIA CI  ER,Valora Cra Fundo De Investimento In Agroindustrial Production Chains - Fiagro-Imobiliário,0.0,0.0,2023-07-28T20:05:00.000Z,9.42,9.45,9.41 - 9.45,9.41,293546.0,9.42,9.45,0.15999985,0.0172786,9.26 - 10.68,-1.2600002,-0.117977545,9.26,10.68,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,9.7912,-0.3711996,-0.037911557,482696.0,417529.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.14,1.42,20/06/2023,13/06/2023,0.15,1.57,9.5,1.0,371.0,,95387.0,821757913.57,9.5,Fiagro,Fiagro
331,VGIP11,BRL,FII VALORAIPCI  ER,Valora Cri Indice De Preco Fundo De Investimento Imobiliario,-1.9899979,-2.227942,2023-07-28T20:13:54.000Z,87.33,89.59,84.16 - 89.59,84.16,55506.0,89.32,89.59,9.330002,0.119615406,78.0 - 97.1,-9.769997,-0.100617886,78.0,97.1,,,https://s3-symbol-logo.tradingview.com/fii-valreiiici--big.svg,85.47985,1.8501511,0.021644294,24690.0,27838.0,,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.09,1.24,20/06/2023,13/06/2023,0.89,1.01,92.02,0.96,73.0,0.89,83751.0,1090740908.12,87.96,Papel,Papéis
332,VGIR11,BRL,FII VALREIIICI  ER,Valora Re III Fundo De Investimento Imobiliario,0.069999695,0.7438863,2023-07-28T20:05:00.000Z,9.48,9.48,9.37 - 9.48,9.37,466109.0,9.41,9.43,0.37999916,0.041758146,9.1 - 10.2,-0.72000027,-0.07058826,9.1,10.2,,,https://s3-symbol-logo.tradingview.com/fii-valreiiici--big.svg,9.60335,-0.12335014,-0.012844492,445481.0,537385.0,4297814528.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,0.12,1.29,20/06/2023,13/06/2023,0.12,1.33,9.62,0.97,594.0,0.85,181520.0,992969873.79,9.31,Papel,Papéis
333,VIFI11,BRL,FII VINCI IFCI,Vinci Instrumentos Financeiros Fundo De Investimento Imobiliario,0.06000042,0.7211589,2023-07-28T19:50:11.000Z,8.38,8.69,8.24 - 8.69,8.24,104684.0,8.32,8.24,2.35,0.38971806,6.03 - 8.69,-0.30999947,-0.035673127,6.03,8.69,,,https://s3-symbol-logo.tradingview.com/fii-vinci-iuci-er--big.svg,7.22025,1.15975,0.16062462,23130.0,22372.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.07,0.87,15/06/2023,31/05/2023,0.06,0.84,8.72,0.87,12.0,0.05,6686.0,73110640.44,7.46,Papel,Fundo de Fundos
334,VILG11,BRL,FII VINCI LGCI,Vinci Logistica Fundo Investimento Imobiliario FII,-0.3600006,-0.33444875,2023-07-28T20:06:00.000Z,107.28,108.5,107.28 - 108.5,107.28,21643.0,107.64,107.64,24.129997,0.2901984,83.15 - 113.0,-5.720001,-0.05061948,83.15,113.0,,,https://s3-symbol-logo.tradingview.com/vinci--big.svg,97.138,10.141998,0.104408145,21712.0,19815.0,1608921088.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.7,0.72,15/06/2023,31/05/2023,0.69,0.7,111.69,0.91,74.0,1.37,157122.0,1679150195.56,97.72,Tijolo,Imóveis Industriais e Logísticos
335,VINO11,BRL,FII VINCI OFCI,Vinci Corporate Fundo De Investimento Imobiliario,-0.09000015,-0.19409133,2023-07-28T20:06:00.000Z,46.28,46.7,46.02 - 46.7,46.02,17845.0,46.37,46.37,7.829998,0.20364104,38.45 - 52.0,-5.720001,-0.11000002,38.45,52.0,,,https://s3-symbol-logo.tradingview.com/fii-vinci-iuci-er--big.svg,44.825,1.454998,0.03245952,21728.0,19844.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.31,0.7,15/06/2023,31/05/2023,0.33,0.74,54.39,0.81,97.0,0.65,122526.0,899963895.85,44.55,Tijolo,Lajes Corporativas
336,VISC11,BRL,FII VINCI SCCI,Vinci Shopping Centers Fundo Investimento Imobiliario - Fii,-2.25,-1.856742,2023-07-28T20:05:00.000Z,118.93,121.5,118.93 - 121.5,118.93,46576.0,121.18,121.18,20.910004,0.21332386,98.02 - 121.5,-2.5699997,-0.021152262,98.02,121.5,,,https://s3-symbol-logo.tradingview.com/vinci--big.svg,108.52835,10.401649,0.0958427,35147.0,25719.0,2211039488.0,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.82,0.69,15/06/2023,31/05/2023,0.78,0.66,121.28,0.92,116.0,1.83,246313.0,2235048024.46,118.0,Tijolo,Shoppings
337,VIUR11,BRL,FII VINCI IUCI,Vinci Imoveis Urbanos Fundo De Investimento Imobiliario,0.019999504,0.23865756,2023-07-28T20:05:00.000Z,8.4,8.42,8.35 - 8.42,8.35,46265.0,8.38,8.4,2.4199996,0.40468222,5.98 - 8.66,-0.26000023,-0.030023122,5.98,8.66,,,https://s3-symbol-logo.tradingview.com/fii-vinci-iuci-er--big.svg,7.4256,0.97439957,0.13122167,53069.0,41758.0,,Investidores em Geral,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.07,0.9,15/06/2023,31/05/2023,0.07,0.9,9.12,0.91,57.0,0.19,29406.0,247609446.67,8.0,Fundo Misto,Misto
338,VOTS11,BRL,FII V MASTERCI,Votorantim Securities Master Fundo Investimento Imobiliario Fii,2.199997,2.577014,2023-07-28T17:51:24.000Z,87.57,87.57,85.16 - 87.57,85.16,2.0,85.37,85.16,17.11,0.24283282,70.46 - 90.38,-2.8099976,-0.031090923,70.46,90.38,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,83.7851,3.7848969,0.045173865,142.0,86.0,,Investidores em Geral,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,1.11,1.31,15/06/2023,31/05/2023,1.03,1.22,93.4,0.92,1.0,,640.0,77106639.54,84.86,Papel,Papéis
339,VRTA11,BRL,FII FATOR VECI,Fator Veritá Fundo de Investimento Imobiliário - FII,0.5,0.54704595,2023-07-28T20:05:00.000Z,91.9,91.9,91.44 - 91.9,91.44,19266.0,91.4,91.9,10.870003,0.13414788,81.03 - 97.74,-5.8399963,-0.059750322,81.03,97.74,,,https://s3-symbol-logo.tradingview.com/fii-fator-veci-er--big.svg,88.5826,3.317398,0.03744977,22192.0,20894.0,1432941568.0,Investidores em Geral,BANCO FATOR S/A,0.95,1.06,15/06/2023,31/05/2023,1.0,1.12,92.18,0.95,78.0,1.21,121206.0,1450573448.72,89.4,Papel,Papéis
340,VSEC11,BRL,FII VOT SEC CI,Imobiliario Votorantim Securities Fundos de Investimento,0.0,0.0,2023-07-19T20:05:00.000Z,0.21,0.21,0.21 - 0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21 - 64.01,-63.800003,-0.9967193,0.21,64.01,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,33.97158,-33.76158,-0.9938184,2.0,41.0,,Investidor Qualificado,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,0.08,,15/06/2023,31/05/2023,7.99,,36.3,0.1,2.0,,64.0,211369.89,,Papel,Papéis
341,VSHO11,BRL,FII VOT SHOPCI,FII Votorantim shopping,-0.75,-0.9416196,2023-07-28T20:05:00.000Z,78.9,80.45,78.61 - 80.45,78.61,3545.0,79.65,79.65,18.900002,0.31500003,60.0 - 86.41,-7.510002,-0.08691126,60.0,86.41,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,69.63555,9.26445,0.13304196,1652.0,1991.0,165595328.0,Investidores em Geral,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,0.72,1.03,09/06/2023,31/05/2023,0.63,0.89,100.57,0.76,3.0,,3044.0,210488983.04,70.0,Tijolo,Shoppings
342,VSLH11,BRL,FII VERS CRICI,Versalhes Recebiveis Imobiliarios - Fundo De Investimento Imobiliario,-0.10000038,-2.3474267,2023-07-28T20:05:00.000Z,4.16,4.29,4.11 - 4.29,4.11,91495.0,4.26,4.26,0.25999975,0.0666666,3.9 - 9.39,-5.2300005,-0.55697554,3.9,9.39,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,7.00655,-2.84655,-0.40626985,74974.0,65907.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.03,0.53,15/06/2023,07/06/2023,0.08,1.45,9.84,0.53,67.0,0.13,93631.0,297977342.09,5.66,Papel,Papéis
343,VTLT11,BRL,FII VOT LOG CI,Fundo Investimento Imobiliario Votorantim Logistica,0.27000427,0.2719624,2023-07-28T19:45:10.000Z,99.55,99.58,98.9 - 99.58,98.9,6506.0,99.28,99.28,13.610001,0.15836631,85.94 - 103.5,-3.949997,-0.03816422,85.94,103.5,,,https://s3-symbol-logo.tradingview.com/fii-vot-log-ci-er--big.svg,92.7773,6.772705,0.0729996,1826.0,2116.0,,Investidores em Geral,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,0.88,0.97,09/06/2023,31/05/2023,0.85,0.93,101.01,0.91,5.0,0.17,6236.0,213727506.51,91.02,Tijolo,Imóveis Industriais e Logísticos
344,VVCO11,BRL,FII V2EDCORPCI,XTED - TRX Edificios Corporativos Fundo Invest Imobiliario FII Fund,0.009999275,0.079108186,2023-07-28T20:05:00.000Z,12.65,12.65,12.42 - 12.65,12.42,266.0,12.64,0.0,6.7599998,1.1477079,5.89 - 13.98,-1.3299999,-0.095135905,5.89,13.98,,,https://brapi.dev/favicon.svg,9.7084,2.9415998,0.30299532,4602.0,5816.0,63434184.0,,,,,,,,,,,,,,,,,
345,VVCR11,BRL,FII V2 RECE CI  ER,V2 Recebíveis Imobiliários Fundo de Investimento Imobiliário,0.03999901,0.18306182,2023-07-28T20:05:00.000Z,21.89,21.89,21.65 - 21.89,21.65,934.0,21.85,21.85,1.789999,0.089054674,20.1 - 53.72,-31.830002,-0.5925168,20.1,53.72,,,https://brapi.dev/favicon.svg,26.98675,-5.0967503,-0.1888612,4459.0,4975.0,,,,,,,,,,,,,,,,,,
346,VVRI11,BRL,FII V2 RENDACI  ER,V2 Renda Imobiliaria Fundo De Investimento Imobiliario - FII,0.0,0.0,2023-07-26T16:43:21.000Z,98.8,98.8,98.8 - 98.8,98.8,0.0,98.8,0.0,11.150002,0.12721051,87.65 - 102.2,-3.399994,-0.033268042,87.65,102.2,,,https://brapi.dev/favicon.svg,100.34984,-1.5498352,-0.015444322,64.0,197.0,39999972.0,Investidores em Geral,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1.5,1.5,24/05/2023,17/05/2023,0.22,0.22,97.27,1.03,75.0,,58.0,38732646.09,100.0,Fundo Misto,Indefinido
347,VXXV11,BRL,FII VX XVI  CI,VX XVI - Fundo De Investimento Imobiliario,0.0,0.0,2023-07-28T19:20:00.000Z,1030.0,1030.0,1030.0 - 1030.0,1030.0,3880.0,1030.0,1030.0,0.0,0.0,1030.0 - 1030.0,0.0,0.0,1030.0,1030.0,,,https://s3-symbol-logo.tradingview.com/fii-vx-xvi-ci--big.svg,,,,,,,Investidor Qualificado,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,10.76,,13/11/2020,30/10/2020,1.54,,876.17,0.98,2.0,,20.0,277563969.09,,Fundo Misto,Fundo de Desenvolvimento
348,WHGR11,BRL,FII WHG REALCI,Whg Real Estate Fundo De Investimento Imobiliario – Fii,0.0,0.0,2023-07-28T19:54:42.000Z,9.49,9.5,9.45 - 9.5,9.45,57378.0,9.49,9.49,1.3299999,0.16299018,8.16 - 10.15,-0.65999985,-0.065024614,8.16,10.15,,,https://s3-symbol-logo.tradingview.com/fii-whg-realci-er--big.svg,8.75775,0.7322502,0.08361169,85189.0,81347.0,238099344.0,Investidores em Geral,XP INVESTIMENTOS CCTVM S.A.,0.1,1.09,15/06/2023,31/05/2023,0.1,1.03,10.02,0.9,91.0,0.2,6719.0,253157824.42,9.18,Fundo Misto,Indefinido
349,WPLZ11,BRL,FII W PLAZA CI,Fundo Investec IMB Shopping West Plaza Fund,0.58000183,0.77333575,2023-07-28T19:43:25.000Z,75.58,75.99,74.3 - 75.99,74.3,66.0,75.0,75.01,18.820004,0.3315716,56.76 - 85.01,-9.43,-0.110928126,56.76,85.01,,,https://s3-symbol-logo.tradingview.com/fii-w-plaza-ci-er--big.svg,70.8417,4.738304,0.06688581,78.0,108.0,,Investidores em Geral,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.4,0.65,15/06/2023,31/05/2023,0.47,0.76,87.86,0.71,476.0,,1822.0,89762305.91,61.76,Tijolo,Shoppings
350,WSEC11,BRL,FII WARREN  CI,Warren Securities Fundo De Investimento Imobiliario - FII,-0.13000488,-0.1467655,2023-07-28T19:32:49.000Z,88.45,88.49,88.45 - 88.49,88.45,5.0,88.58,88.49,3.3099976,0.038877115,85.14 - 102.99,-14.540001,-0.14117877,85.14,102.99,,,https://brapi.dev/favicon.svg,93.7069,-5.2569046,-0.056099437,135.0,5.0,,Investidor Profissional,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,1.1,1.22,15/06/2023,09/06/2023,0.85,0.95,101.33,0.88,173.0,,8.0,24890746.01,89.95,Sem categoria,
351,XPCA11,BRL,FIAGRO XP CACI,Xp Credito Agricola - Fundo De Investimento Nas Cadeias Produtivas - Fiagro - Imobiliario,0.010000229,0.10752934,2023-07-28T20:06:00.000Z,9.31,9.32,9.28 - 9.32,9.28,167200.0,9.3,9.3,0.10000038,0.010857805,9.21 - 11.55,-2.2399998,-0.19393937,9.21,11.55,,,https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg,9.7677,-0.45769978,-0.0468585,205623.0,201064.0,,Investidores em Geral,XP INVESTIMENTOS CCTVM S.A.,0.11,1.11,15/06/2023,31/05/2023,0.13,1.35,9.49,1.01,237.0,,56460.0,431700882.93,9.93,Fiagro,Fiagro
352,XPCI11,BRL,FII XP CRED CI,Xp Credito Imobiliario ae Fundo De Investimento Imobiliario,1.1899948,1.3869402,2023-07-28T20:05:00.000Z,86.99,87.01,85.5 - 87.01,85.5,27022.0,85.8,85.8,10.989998,0.14460523,76.0 - 95.4,-8.410004,-0.08815517,76.0,95.4,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,82.7783,4.2117004,0.050879285,23465.0,19501.0,,Investidores em Geral,XP INVESTIMENTOS CCTVM S.A.,0.93,1.11,15/06/2023,31/05/2023,0.88,1.06,91.89,0.91,122.0,0.65,72189.0,816616393.65,83.52,Papel,Papéis
353,XPCM11,BRL,FII XP MACAECI,XP Corporate Macaé Fundo de Investimento Imobiliário - FII,0.03999996,0.29917696,2023-07-28T19:49:50.000Z,13.41,13.49,13.35 - 13.49,13.35,906.0,13.37,13.36,1.4399996,0.12030072,11.97 - 23.6,-10.190001,-0.43177968,11.97,23.6,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,14.50735,-1.0973501,-0.07564098,3307.0,2730.0,32379384.0,Investidores em Geral,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.08,0.58,15/06/2023,31/05/2023,0.13,0.96,43.03,0.31,6.0,,26157.0,103295556.68,13.75,Tijolo,Lajes Corporativas
354,XPHT11,BRL,FII XP HOT  CI,XP Hoteis Fundo De Investimento Imobiliario FII,0.19999695,0.16286397,2023-07-28T19:48:48.000Z,123.0,123.91,122.77 - 123.91,122.77,1419.0,122.8,122.8,23.989998,0.24229874,99.01 - 129.9,-6.899994,-0.053117737,99.01,129.9,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,111.86565,11.134354,0.09953327,1471.0,2363.0,,Investidor Qualificado,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,1.65,1.45,15/06/2023,31/05/2023,1.23,1.07,99.11,1.19,2.0,,1351.0,376512967.62,113.99,Tijolo,Hotéis
355,XPIN11,BRL,FII XP INDL CI  ER,Xp Industrial Fundo Investimento Imobiliario,-1.699997,-2.055619,2023-07-28T20:05:00.000Z,81.0,82.7,81.0 - 82.7,81.0,7700.0,82.7,82.7,14.029999,0.20949677,66.97 - 87.95,-6.949997,-0.07902214,66.97,87.95,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,74.97855,6.021446,0.080308914,5400.0,5860.0,,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.65,0.82,23/06/2023,16/06/2023,0.64,0.81,102.09,0.77,20.0,0.49,44450.0,729955133.15,79.05,Tijolo,Imóveis Industriais e Logísticos
356,XPLG11,BRL,FII XP LOG  CI,Xp Log Fundo Investimento Imobiliario FII,-0.019996643,-0.017487226,2023-07-28T20:05:00.000Z,114.33,114.35,114.0 - 114.35,114.0,18522.0,114.35,114.3,24.330002,0.27033335,90.0 - 114.42,-0.08999634,-0.00078654377,90.0,114.42,,,https://s3-symbol-logo.tradingview.com/fii--big.svg,100.54815,13.781853,0.1370672,33862.0,25170.0,3098468864.0,Investidores em Geral,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.75,0.71,15/06/2023,31/05/2023,0.73,0.69,113.74,0.96,157.0,2.64,310894.0,3073592158.93,105.9,Tijolo,Imóveis Industriais e Logísticos
