,Fundo,CNPJ,Quantidade,Valor (R$),Tipo,Data Referência,Dono
9,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI,28..72.9.1/97/0-00,"224.152,00",20003324.48,FII,31/03/2023,VGHF11
10,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO I,36..50.1.2/33/0-00,"1.235.580,00",9934063.2,FII,31/03/2023,VGHF11
11,FII ATHENA I,30..56.7.2/16/0-00,"29.297,00",2759777.4,FII,31/03/2023,VGHF11
12,HABITAT II - FII,30..57.8.4/17/0-00,"100,00",8595.0,FII,31/03/2023,VGHF11
13,CSHG RECEBÍVEIS IMOBILIÁRIOS  FII,11..16.0.5/21/0-00,"100,00",10299.0,FII,31/03/2023,VGHF11
14,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB,31..89.4.3/69/0-00,"74.152,00",1879011.68,FII,31/03/2023,VGHF11
15,HSI ATIVOS FINANCEIROS ,35..36.0.6/87/0-00,"35.269,00",2779197.2,FII,31/03/2023,VGHF11
16,JS REAL ESTATE MULTIGESTAO FII,13..37.1.1/32/0-00,"37.323,00",2296110.96,FII,31/03/2023,VGHF11
17,KINEA RENDIMENTOS IMOBILIARIOS FUNDO INV,16..70.6.9/58/0-00,"50.400,00",4937184.0,FII,31/03/2023,VGHF11
18,KINEA INDICES PRECOS FUNDO INVESTIMENTO,24..96.0.4/30/0-00,"130.023,00",11940012.09,FII,31/03/2023,VGHF11
19,KINEA SECURITIES FDO. DE INV. IMOB. - FII,35..86.4.4/48/0-00,"34.636,00",2986662.28,FII,31/03/2023,VGHF11
20,Malls Brasil Fundo Investimento Imobiliario,26..49.9.8/33/0-00,"13.918,00",1375512.96,FII,31/03/2023,VGHF11
21,MANATI CAPITAL HEDGE FUND FII,42..88.8.5/83/0-00,"302.995,00",3029950.0,FII,31/03/2023,VGHF11
22,FII MOGNO CRI HIGH GRADE,35..65.2.2/04/0-00,"60.000,00",4751400.0,FII,31/03/2023,VGHF11
23,FUNDO INVESTIMENTO IMOBILIARIO MOGNO FUN,29..21.6.4/63/0-00,"100,00",5400.0,FII,31/03/2023,VGHF11
24,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,30..64.7.7/58/0-00,"100,00",8267.0,FII,31/03/2023,VGHF11
25,FII RBR ALPHA FUNDO DE FUNDOS ,27..52.9.2/79/0-00,"100,00",6273.0,FII,31/03/2023,VGHF11
26,RBR LOG - FUNDO DE INVESTIMENTO IMOBILIÁ,35..70.5.4/63/0-00,"69.018,00",4840232.34,FII,31/03/2023,VGHF11
27,FII RBR RENDIMENTO HIGH GRADE,29..46.7.9/77/0-00,"50.608,00",4362409.6,FII,31/03/2023,VGHF11
28,FII RBR PRIVATE CREDITO,30..16.6.7/00/0-00,"90.840,00",8803304.4,FII,31/03/2023,VGHF11
29,FII REC RECEBÍVEIS IMOBILIÁRIOS,28..15.2.2/72/0-00,"44.613,00",3446354.25,FII,31/03/2023,VGHF11
30,FII REC RENDA IMOBILIÁRIA ,32..27.4.1/63/0-00,"68.799,00",3455773.77,FII,31/03/2023,VGHF11
31,FII REC LOGISTICA,37..11.2.7/70/0-00,"100,00",6397.0,FII,31/03/2023,VGHF11
32,FII Rbr Premium Recebiveis Imobiliarios,29..46.7.9/77/0-00,"61.220,00",6025272.4,FII,31/03/2023,VGHF11
33,SUNO RECEBIVEIS IMOB,41..07.6.7/10/0-00,"100,00",9179.0,FII,31/03/2023,VGHF11
34,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26..68.1.3/70/0-00,"31.418,00",2086155.2,FII,31/03/2023,VGHF11
35,TRX REAL ESTATE FDO. INV. IMOB. - FII,28..54.8.2/88/0-00,"121,00",12443.55,FII,31/03/2023,VGHF11
36,VINCI CREDIT SECURITIES FII,41..08.1.3/74/0-00,"500.000,00",4150000.0,FII,31/03/2023,VGHF11
37,VINCI FULWOOD DESENVOLVIMENTO LOGISTICO,13..48.6.7/93/0-00,"16.250,00",1636212.5,FII,31/03/2023,VGHF11
38,VALORA CRI INDICE DE PRECO FUNDO DE INVE,34..19.7.8/11/0-00,"52.273,00",4165635.37,FII,31/03/2023,VGHF11
39,VALORA RE III FUNDO DE INVESTIMENTO IMOB,29..85.2.7/32/0-00,"1.493.739,00",13891772.7,FII,31/03/2023,VGHF11
40,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28..51.6.3/01/0-00,"23.006,00",1902596.2,FII,31/03/2023,VGHF11
41,FII XP EXETER DESENVOLVIMENTO LOGISTICO,35..75.5.0/44/0-00,"3.076,00",3000638.0,FII,31/03/2023,VGHF11
42,XP SELECTION FUNDO DE FUNDOS ,30..98.3.0/20/0-00,"100,00",705.0,FII,31/03/2023,VGHF11
43,BTG PACTUAL TESOURO SELIC FI RF REF DI,09..21.5.2/50/0-00,"508,46",1904.79,Outros,31/03/2023,VGHF11
44,DAYCOVAL TÍTULOS PÚB VI FI RF CURTO PRAZ,36..95.4.5/26/0-00,"4.807.231,98",5798411.14,Outros,31/03/2023,VGHF11
0,PLANTA DESENVOLVIMENTO URBANO &amp; RETROFIT FII,45..12.0.7/86/0-00,"11.998,51",13441567.67,FII,31/12/2022,VGHF11
1,Valora Cri Infra FII,46..32.2.8/50/0-00,"265.999,00",27007456.75,FII,31/12/2022,VGHF11
2,FII BARIGUI RENDIMENTOS IMOBILIÁRIOS ,29..26.7.5/67/0-00,"50.550,00",4428180.0,FII,31/12/2022,VGHF11
3,FII BTG PACTUAL FUNDOS DE FUNDOS ,11..02.6.6/27/0-00,"100,00",6626.0,FII,31/12/2022,VGHF11
4,BRC-II FUNDO DE INVESTIMENTO IMOBILIÁRIO,43..86.2.6/25/0-00,"30.000,00",3000000.0,FII,31/12/2022,VGHF11
5,FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND,08..92.4.7/83/0-00,"44.666,00",2645120.52,FII,31/12/2022,VGHF11
6,FII BTG PACTUAL CRÉDITO IMOBILIÁRIO,09..55.2.8/12/0-00,"34.080,00",2756731.2,FII,31/12/2022,VGHF11
7,BTG PACUTAL LOGISTICA FII,11..83.9.5/93/0-00,"100,00",10040.0,FII,31/12/2022,VGHF11
8,CAPITANIA SECURITIES II FII,8..979..89/5/00-01,"63.973,00",5251543.57,FII,31/12/2022,VGHF11
9,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI,28..72.9.1/97/0-00,"224.152,00",19344317.6,FII,31/12/2022,VGHF11
10,CYRELA CRÉDITO - FUNDO DE INVESTIMENTO I,36..50.1.2/33/0-00,"1.235.580,00",11021373.6,FII,31/12/2022,VGHF11
11,FII ATHENA I,30..56.7.2/16/0-00,"29.297,00",2752746.12,FII,31/12/2022,VGHF11
12,HABITAT II - FII,30..57.8.4/17/0-00,"100,00",8997.0,FII,31/12/2022,VGHF11
13,CSHG RECEBÍVEIS IMOBILIÁRIOS  FII,11..16.0.5/21/0-00,"100,00",10215.0,FII,31/12/2022,VGHF11
14,HEDGE OFFICE INCOME FUNDO DE INVESTIMENTO IMOB,31..89.4.3/69/0-00,"74.152,00",2086637.28,FII,31/12/2022,VGHF11
15,HSI ATIVOS FINANCEIROS ,35..36.0.6/87/0-00,"35.269,00",2782724.1,FII,31/12/2022,VGHF11
16,JS REAL ESTATE MULTIGESTAO FII,13..37.1.1/32/0-00,"37.323,00",2724579.0,FII,31/12/2022,VGHF11
17,KINEA RENDIMENTOS IMOBILIARIOS FUNDO INV,16..70.6.9/58/0-00,"50.400,00",4973976.0,FII,31/12/2022,VGHF11
18,KINEA INDICES PRECOS FUNDO INVESTIMENTO,24..96.0.4/30/0-00,"130.023,00",11955614.85,FII,31/12/2022,VGHF11
19,KINEA SECURITIES FDO. DE INV. IMOB. - FII,35..86.4.4/48/0-00,"34.636,00",2992550.4,FII,31/12/2022,VGHF11
20,Malls Brasil Fundo Investimento Imobiliario,26..49.9.8/33/0-00,"13.918,00",1438035.96,FII,31/12/2022,VGHF11
21,MANATI CAPITAL HEDGE FUND FII,42..88.8.5/83/0-00,"316.991,00",3198439.19,FII,31/12/2022,VGHF11
22,FII MOGNO CRI HIGH GRADE,35..65.2.2/04/0-00,"60.000,00",4686600.0,FII,31/12/2022,VGHF11
23,FUNDO INVESTIMENTO IMOBILIARIO MOGNO FUN,29..21.6.4/63/0-00,"100,00",5892.0,FII,31/12/2022,VGHF11
24,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FII,30..64.7.7/58/0-00,"100,00",8605.0,FII,31/12/2022,VGHF11
25,FII RBR ALPHA FUNDO DE FUNDOS ,27..52.9.2/79/0-00,"100,00",6882.0,FII,31/12/2022,VGHF11
26,RBR LOG - FUNDO DE INVESTIMENTO IMOBILIÁ,35..70.5.4/63/0-00,"69.018,00",5797512.0,FII,31/12/2022,VGHF11
27,FII RBR RENDIMENTO HIGH GRADE,29..46.7.9/77/0-00,"50.608,00",4262205.76,FII,31/12/2022,VGHF11
28,FII RBR PRIVATE CREDITO,30..16.6.7/00/0-00,"90.840,00",8935930.8,FII,31/12/2022,VGHF11
29,FII REC RECEBÍVEIS IMOBILIÁRIOS,28..15.2.2/72/0-00,"44.613,00",3916129.14,FII,31/12/2022,VGHF11
30,FII REC RENDA IMOBILIÁRIA ,32..27.4.1/63/0-00,"68.799,00",3707578.11,FII,31/12/2022,VGHF11
31,FII REC LOGISTICA,37..11.2.7/70/0-00,"100,00",7303.0,FII,31/12/2022,VGHF11
32,SUNO RECEBIVEIS IMOB,41..07.6.7/10/0-00,"100,00",9846.0,FII,31/12/2022,VGHF11
33,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26..68.1.3/70/0-00,"31.418,00",2105320.18,FII,31/12/2022,VGHF11
34,TRX REAL ESTATE FDO. INV. IMOB. - FII,28..54.8.2/88/0-00,"121,00",12710.55,FII,31/12/2022,VGHF11
35,VINCI CREDIT SECURITIES FII,41..08.1.3/74/0-00,"500.000,00",4540000.0,FII,31/12/2022,VGHF11
36,VINCI FULWOOD DESENVOLVIMENTO LOGISTICO,13..48.6.7/93/0-00,"16.250,00",1636212.5,FII,31/12/2022,VGHF11
37,VALORA CRI INDICE DE PRECO FUNDO DE INVE,34..19.7.8/11/0-00,"52.273,00",4490773.43,FII,31/12/2022,VGHF11
38,VALORA RE III FUNDO DE INVESTIMENTO IMOB,29..85.2.7/32/0-00,"1.495.961,00",14735215.85,FII,31/12/2022,VGHF11
39,XP CREDITO IMOBILIÁRIO - FDO INV IMOB,28..51.6.3/01/0-00,"23.006,00",1870157.74,FII,31/12/2022,VGHF11
40,FII XP EXETER DESENVOLVIMENTO LOGISTICO,35..75.5.0/44/0-00,"3.076,00",3000638.0,FII,31/12/2022,VGHF11
41,XP SELECTION FUNDO DE FUNDOS ,30..98.3.0/20/0-00,"100,00",760.0,FII,31/12/2022,VGHF11
42,BTG PACTUAL TESOURO SELIC FI RF REF DI,09..21.5.2/50/0-00,"508,46",1845.73,Outros,31/12/2022,VGHF11
43,DAYCOVAL TÍTULOS PÚB VI FI RF CURTO PRAZ,36..95.4.5/26/0-00,"10.642.208,20",12513723.06,Outros,31/12/2022,VGHF11
0,FII MOGNO CRI HIGH GRADE,35.652.204/0001-91,"168.122,00",13313581.18,FII,31/03/2023,VGIP11
1,MANATI CAPITAL HEDGE FUND FUNDO FI,42.888.583/0001-89,"300.000,00",3000000.0,FII,31/03/2023,VGIP11
2,RBR PREMIUM RECEBIVEIS IMOBILIARIOS,42.502.842/0001-91,"10.817,00",1064609.14,FII,31/03/2023,VGIP11
3,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"241.947,98",14287807.76,Outros,31/03/2023,VGIP11
0,MANATÍ CAPITAL HEDGE FUND,09.346.601/0001-25,"300.000,00",3027000.0,FII,31/12/2022,VGIP11
1,FII MOGNO CRI HIGH GRADE,35.652.204/0001-91,"168.122,00",13132009.42,FII,31/12/2022,VGIP11
2,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"463.544,72",26500978.16,Outros,31/12/2022,VGIP11
0,RBR PREMIUM RECEBIVEIS IMOBILIARIOS,42.502.842/0001-91,"10.817,00",1064609.14,FII,31/03/2023,VGIR11
1,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"1.133.713,95",66816952.5,Outros,31/03/2023,VGIR11
0,ITAU SOBERANO RF SIMPLES LP FICFI,06.175.696/0001-73,"1.187.999,03",67840625.63,Outros,31/12/2022,VGIR11
0,FII TORRE AL - ALMI11,07.122.725/0001-00,"24,00",22104.0,FII,30/12/2022,VIFI11
1,FII NAVI RESIDENCIAL  - APTO11,42.432.327/0001-82,"118.582,00",1044707.42,FII,30/12/2022,VIFI11
2,FII BB PRGII - BBPO11,14.410.722/0001-29,"1.048,00",89604.0,FII,30/12/2022,VIFI11
3,FII BTG SHOP - BPML11,33.046.142/0001-49,"58,00",3660.38,FII,30/12/2022,VIFI11
4,FII BRESCO - BRCO11,20.748.515/0001-81,"8.637,00",849189.84,FII,30/12/2022,VIFI11
5,FII BC FUND - BRCR11,08.924.783/0001-01,"58.442,00",3460935.24,FII,30/12/2022,VIFI11
6,FII EXCELLEN - BTCI11,09.552.812/0001-14,"8.872,00",717656.08,FII,30/12/2022,VIFI11
7,FII GALERIA - EDGA11,15.333.306/0001-37,"1.074,00",20459.7,FII,30/12/2022,VIFI11
8,FII G TOWERS - GTWR11,23.740.527/0001-58,"472,00",37524.0,FII,30/12/2022,VIFI11
9,FII CSHG CRI - HGCR11,11.160.521/0001-22,"3.894,00",397772.1,FII,30/12/2022,VIFI11
10,FII CSHG LOG - HGLG11,11.728.688/0001-47,"6.231,00",1024999.5,FII,30/12/2022,VIFI11
11,FII HG REAL - HGRE11,09.072.017/0001-29,"652,00",80202.52,FII,30/12/2022,VIFI11
12,FII RB CAPITAL OFFICE INCOME - HOFC11,31.894.369/0001-19,"67,00",1885.38,FII,30/12/2022,VIFI11
13,HSI LOGISTICA - FII BRL1832 - HSLG11,32.903.621/0001-71,"1.958,00",174066.2,FII,30/12/2022,VIFI11
14,FII HSI MALL - HSML11,32.892.018/0001-31,"50.303,00",4116797.52,FII,30/12/2022,VIFI11
15,FII HOTEL MX - HTMX11,08.706.065/0001-69,"9,00",1003.95,FII,30/12/2022,VIFI11
16,FII JS REAL - JSRE11,13.371.132/0001-71,"39.582,00",2889486.0,FII,30/12/2022,VIFI11
17,FII KILIMA VOLKANO RECEBIVEIS - KIVO11,42.273.325/0001-98,"1.684,00",163684.8,FII,30/12/2022,VIFI11
18,FII KINEA RI - KNCR11,16.706.958/0001-32,"65.308,00",6445246.52,FII,30/12/2022,VIFI11
19,FII KINEA IP - KNIP11,24.960.430/0001-13,"12.508,00",1150110.6,FII,30/12/2022,VIFI11
20,FII KINEA - KNRI11,12.005.956/0001-65,"17,00",2383.4,FII,30/12/2022,VIFI11
21,FII KINEA SC - KNSC11,35.864.448/0001-38,"2.619,00",226281.6,FII,30/12/2022,VIFI11
22,FII LESTE PA - LSPA11,31.847.293/0001-70,"17.257,00",1852193.81,FII,30/12/2022,VIFI11
23,FII MOGNO HG - MGCR11,35.652.204/0001-91,"2.876,00",224644.36,FII,30/12/2022,VIFI11
24,FII MOGNO HT - MGHT11,34.197.776/0001-65,"288,00",15264.0,FII,30/12/2022,VIFI11
25,FII MOGNO LG - MGLG11,40.041.711/0001-29,"2.876,00",114809.92,FII,30/12/2022,VIFI11
26,FII MAXI REN - MXRF11,97.521.225/0001-25,"129,00",1301.61,FII,30/12/2022,VIFI11
27,FII PATRIA - PATC11,30.048.651/0001-12,"20.626,00",1402568.0,FII,30/12/2022,VIFI11
28,FII PATR LOG - PATL11,35.754.164/0001-99,"32.065,00",2255131.45,FII,30/12/2022,VIFI11
29,FII D PEDRO - PQDP11,10.869.155/0001-12,"136,00",293080.0,FII,30/12/2022,VIFI11
30,FII VBI PRI - PVBI11,35.652.102/0001-76,"10.194,00",955687.5,FII,30/12/2022,VIFI11
31,FII RIOB ED - RBED11,13.873.457/0001-52,"1.104,00",129940.8,FII,30/12/2022,VIFI11
32,FII RBR PROP - RBRP11,21.408.063/0001-51,"189,00",9637.11,FII,30/12/2022,VIFI11
33,FII RBRHGRAD - RBRR11,29.467.977/0001-03,"10.907,00",918587.54,FII,30/12/2022,VIFI11
34,FII RIOB VA CI - RBVA11,15.576.907/0001-70,"9.515,00",877473.3,FII,30/12/2022,VIFI11
35,FII RIOB RC - RCRB11,03.683.056/0001-86,"6.468,00",822082.8,FII,30/12/2022,VIFI11
36,FII UBSOFFIC - RECT11,32.274.163/0001-59,"1.156,00",62296.84,FII,30/12/2022,VIFI11
37,FII RIONEGRO - RNGO11,15.006.286/0001-90,"411,00",20028.03,FII,30/12/2022,VIFI11
38,FII VALREIII - VGIR11,29.852.732/0001-91,"203.045,00",1999993.25,FII,30/12/2022,VIFI11
39,FII VINCILOG - VILG11,24.853.044/0001-22,"40.108,00",4007992.44,FII,30/12/2022,VIFI11
40,FII VINC COR - VINO11,12.516.185/0001-70,"96.305,00",4584118.0,FII,30/12/2022,VIFI11
41,FII VINCI SC - VISC11,17.554.274/0001-25,"40.770,00",4330589.4,FII,30/12/2022,VIFI11
42,FII VINCI UB - VIUR11,36.445.587/0001-90,"143.820,00",1139054.4,FII,30/12/2022,VIFI11
43,FII XP INDL - XPIN11,28.516.325/0001-40,"18.611,00",1373864.02,FII,30/12/2022,VIFI11
44,FII XP LOG - XPLG11,26.502.794/0001-85,"32.503,00",3220397.24,FII,30/12/2022,VIFI11
45,FII XP PROP - XPPR11,30.654.849/0001-40,"9.838,00",317373.88,FII,30/12/2022,VIFI11
46,FII VINCI FULWOOD,36.200.654/0001-06,"4.673,50",519904.51,FII,30/12/2022,VIFI11
47,FII NAVI CREDITO - NCRI11,40.416.030/0001-56,"100.000,00",999743.45,FII,30/12/2022,VIFI11
48,FII XP IDEA!ZARVOS,37.262.531/0001-62,"760,29",707804.58,FII,30/12/2022,VIFI11
49,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"41.927,98",4965078.0,Outros,30/12/2022,VIFI11
0,FII CAP REIT - CPFF11,34.081.611/0001-23,"35.918,00",2345445.4,FII,30/12/2022,VILG11
1,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VILG11
2,FII HTOPFOF3 - HFOF11,18.307.582/0001-19,"41.497,00",2891925.93,FII,30/12/2022,VILG11
3,FII MOGNO HG - MGCR11,35.652.204/0001-91,"63.383,00",4950846.13,FII,30/12/2022,VILG11
4,FII MOGNO - MGFF11,29.216.463/0001-77,"58.616,00",3453654.72,FII,30/12/2022,VILG11
5,FII PATR LOG - PATL11,35.754.164/0001-99,"113.174,00",7959527.42,FII,30/12/2022,VILG11
6,FII PLURAL L - PLOG11,36.501.198/0001-34,"59.857,00",4399489.5,FII,30/12/2022,VILG11
7,FII RBRALPHA - RBRF11,27.529.279/0001-51,"75.409,00",5189647.38,FII,30/12/2022,VILG11
8,FII XP INDL - XPIN11,28.516.325/0001-40,"57.660,00",4256461.2,FII,30/12/2022,VILG11
9,FII XP LOG - XPLG11,26.502.794/0001-85,"61.256,00",6069244.48,FII,30/12/2022,VILG11
10,FII XP SELEC - XPSF11,30.983.020/0001-90,"7.440,00",56544.0,FII,30/12/2022,VILG11
11,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"65.965,20",7820067.9,Outros,30/12/2022,VILG11
0,FII CAP REIT - CPFF11,34.081.611/0001-23,"35.918,00",2345445.4,FII,30/12/2022,VILG11
1,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VILG11
2,FII HTOPFOF3 - HFOF11,18.307.582/0001-19,"41.497,00",2891925.93,FII,30/12/2022,VILG11
3,FII MOGNO HG - MGCR11,35.652.204/0001-91,"63.383,00",4950846.13,FII,30/12/2022,VILG11
4,FII MOGNO - MGFF11,29.216.463/0001-77,"58.616,00",3453654.72,FII,30/12/2022,VILG11
5,FII PATR LOG - PATL11,35.754.164/0001-99,"113.174,00",7959527.42,FII,30/12/2022,VILG11
6,FII PLURAL L - PLOG11,36.501.198/0001-34,"59.857,00",4399489.5,FII,30/12/2022,VILG11
7,FII RBRALPHA - RBRF11,27.529.279/0001-51,"75.409,00",5189647.38,FII,30/12/2022,VILG11
8,FII XP INDL - XPIN11,28.516.325/0001-40,"57.660,00",4256461.2,FII,30/12/2022,VILG11
9,FII XP LOG - XPLG11,26.502.794/0001-85,"61.256,00",6069244.48,FII,30/12/2022,VILG11
10,FII XP SELEC - XPSF11,30.983.020/0001-90,"7.440,00",56544.0,FII,30/12/2022,VILG11
11,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"65.965,20",7820067.9,Outros,30/12/2022,VILG11
0,FII BC FUND - BRCR11,08.924.783/0001-01,"116.581,00",6903926.82,FII,30/12/2022,VINO11
1,FII CAP REIT - CPFF11,34.081.611/0001-23,"5.104,00",333291.2,FII,30/12/2022,VINO11
2,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VINO11
3,FII CSHG CRI - HGCR11,11.160.521/0001-22,"55,00",5618.25,FII,30/12/2022,VINO11
4,FII MOGNO - MGFF11,29.216.463/0001-77,"39.061,00",2301474.12,FII,30/12/2022,VINO11
5,FII RBRALPHA - RBRF11,27.529.279/0001-51,"6.971,00",479744.22,FII,30/12/2022,VINO11
6,FII RIOB VA CI - RBVA11,15.576.907/0001-70,"95.585,00",8814848.7,FII,30/12/2022,VINO11
7,FII XP PROP - XPPR11,30.654.849/0001-40,"12.451,00",401669.26,FII,30/12/2022,VINO11
8,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"183.399,58",21713210.88,Outros,30/12/2022,VINO11
0,FII BC FUND - BRCR11,08.924.783/0001-01,"116.581,00",6903926.82,FII,30/12/2022,VINO11
1,FII CAP REIT - CPFF11,34.081.611/0001-23,"5.104,00",333291.2,FII,30/12/2022,VINO11
2,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VINO11
3,FII CSHG CRI - HGCR11,11.160.521/0001-22,"55,00",5618.25,FII,30/12/2022,VINO11
4,FII MOGNO - MGFF11,29.216.463/0001-77,"39.061,00",2301474.12,FII,30/12/2022,VINO11
5,FII RBRALPHA - RBRF11,27.529.279/0001-51,"6.971,00",479744.22,FII,30/12/2022,VINO11
6,FII RIOB VA CI - RBVA11,15.576.907/0001-70,"95.585,00",8814848.7,FII,30/12/2022,VINO11
7,FII XP PROP - XPPR11,30.654.849/0001-40,"12.451,00",401669.26,FII,30/12/2022,VINO11
8,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"183.399,58",21713210.88,Outros,30/12/2022,VINO11
0,FII HTOPFOF3 -HFOF11,18.307.582/0001-19,"41.496,00",2891856.24,FII,30/12/2022,VISC11
1,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"9.697,20",551886.36,Outros,30/12/2022,VISC11
2,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"553.438,70",65571878.08,Outros,30/12/2022,VISC11
0,FII HTOPFOF3 -HFOF11,18.307.582/0001-19,"41.496,00",2891856.24,FII,30/12/2022,VISC11
1,FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP,06.175.696/0001-73,"9.697,20",551886.36,Outros,30/12/2022,VISC11
2,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"553.438,70",65571878.08,Outros,30/12/2022,VISC11
0,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VIUR11
1,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"181.245,62",21453268.94,Outros,30/12/2022,VIUR11
0,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VIUR11
1,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"181.245,62",21453268.94,Outros,30/12/2022,VIUR11
0,FII EQI RECE - EQIR11,41.076.380/0001-25,"300.000,00",2865000.0,FII,30/12/2022,VIUR11
1,ITAÚ CORP FEDERAL PLUS RF CP FICFI,03.557.198/0001-05,"181.245,62",21453268.94,Outros,30/12/2022,VIUR11
0,CSHG RECEBIVEIS IMOBILIARIOS FII,11.160.521/0001-22,"307.323,00",31651195.77,FII,31/03/2023,VRTA11
1,FII GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA,41.269.052/0001-45,"4.000.000,00",32960000.0,FII,31/03/2023,VRTA11
2,EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INV,41.076.380/0001-25,"1.000.000,00",8550000.0,FII,31/03/2023,VRTA11
3,FII MOGNO CRI HIGH GRADE,35.652.204/0001-91,"150.000,00",11878500.0,FII,31/03/2023,VRTA11
4,MORE RECEBÍVEIS IMOBILIÁRIOS FII FUNDO D,40.102.474/0001-69,"154.672,00",13827676.8,FII,31/03/2023,VRTA11
5,QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVE,32.400.264/0001-29,"505.600,00",40372160.0,FII,31/03/2023,VRTA11
6,RBR PRIVATE CREDITO IMOB FII,30.166.700/0001-11,"47.847,00",4636852.77,FII,31/03/2023,VRTA11
7,CANVAS CRI – FUNDO DE INVESTIMENTO IMOBI,40.011.268/0001-43,"150.000,00",11626500.0,FII,31/03/2023,VRTA11
0,R CAP 1810 FI IMOBILIÁRIO - XBXO13,36.814.809/0001-00,"170.000,00",17000000.0,FII,31/12/2022,VSLH11
1,R CAP 1810 FI IMOBILIÁRIO - XBXO11,36.814.809/0001-02,"75.000,00",7500000.0,FII,31/12/2022,VSLH11
2,LOTE M2 FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.449.574/0001-26,"6.800.186,00",7543822.83,FII,31/12/2022,VSLH11
3,R CAPITAL SELETUS FIC FIM,30.982.773/0001-81,"8.703.996,73",15395979.27,Outros,31/12/2022,VSLH11
0,Itaú Soberano RF,06..17.5.6/96/0-00,"108.669,36",6402212.28,Outros,31/03/2023,VTLT11
0,FII CAPI SEC (CPTS11),18.979.895/0001-13,"77,00",5841.99,FII,31/03/2023,WHGR11
1,FII KINEA HY (KNHY11),30.130.708/0001-28,"62.600,00",6172360.0,FII,31/03/2023,WHGR11
2,FII MAUA (MCCI11),23.648.935/0001-84,"100,00",8499.0,FII,31/03/2023,WHGR11
3,FII MAUA HY (MCHY11),36.655.973/0001-06,"227.873,00",24662694.79,FII,31/03/2023,WHGR11
4,OT SOBERANO FI RF  REFERENCIADO DI LONGO PRAZO,17.455.369/0001-91,"2.097,75",4825236.75,Outros,31/03/2023,WHGR11
0,CAPITANIA SECURITIES II FII,18.979.895/0001-13,"77,00",6320.93,FII,31/12/2022,WHGR11
1,KINEA HIGH YIELD CRI FII,30.130.708/0001-28,"63.100,00",6171811.0,FII,31/12/2022,WHGR11
2,FII MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS,23.648.935/0001-84,"100,00",8790.0,FII,31/12/2022,WHGR11
3,FII MAUÁ CAPITAL HIGH YIELD – FII,36.655.973/0001-06,"227.873,00",25521776.0,FII,31/12/2022,WHGR11
4,OT SOBERANO FI RF  REFERENCIADO DI LONGO PRAZO,17.455.369/0001-91,"1.808,11",4025223.94,Outros,31/12/2022,WHGR11
0,BLMC11,38.294.221/0001-92,"80.425,00",6112300.0,FII,31/03/2023,XPCI11
1,BTCI11,09.552.812/0001-14,"350.649,00",3152334.51,FII,31/03/2023,XPCI11
